Distance,Ascent,Name,City,Date
9.43 mi,171.3 ft,8.05mi Run,Chicago,4/15/2020
3.96 mi,35.4 ft,Route from GARMIN FR220 (2020-04-15 22:03:29+00:00),Glenview,4/15/2020
3.13 mi,22.6 ft,Route from GARMIN 2431 (2020-04-15 23:06:25+00:00),Evanston,4/15/2020
4.86 mi,33.5 ft,4.32mi Run,Evanston,4/15/2020
1.00 mi,20.0 ft,Run 1.02mi on 4/15/20,Vernon Hills,4/15/2020
3.47 mi,24.6 ft,Route from GARMIN FR220 (2020-04-15 21:48:54+00:00),Chicago,4/15/2020
3.84 mi,38.1 ft,6.03km Run,Lincolnwood,4/15/2020
4.18 mi,43.3 ft,Route from GARMIN 2888 (2020-04-15 21:08:14+00:00),Evanston,4/15/2020
4.26 mi,75.5 ft,4.12mi Run,Lombard,4/15/2020
5.79 mi,145.0 ft,Route from GARMIN 3113 (2020-04-15 19:27:27+00:00),Chicago,4/15/2020
5.03 mi,64.3 ft,Route from GARMIN 2604 (2020-04-15 19:13:41+00:00),Bensenville,4/15/2020
3.13 mi,62.0 ft,Route from GARMIN 2697 (2020-04-15 17:06:29+00:00),Schaumburg,4/15/2020
4.82 mi,113.5 ft,4.70mi Run,Roselle,4/15/2020
11.49 mi,528.9 ft,COVID19k,Chicago,4/15/2020
1.09 mi,11.8 ft,1.09mi Run,Oak Park,4/15/2020
0.33 mi,0.3 ft,Route from GARMIN 2431 (2020-04-15 13:51:52+00:00),Lincolnwood,4/15/2020
1.76 mi,44.0 ft,snowy run in april,Skokie,4/15/2020
6.67 mi,104.7 ft,6.10mi Run,Grayslake,4/15/2020
4.08 mi,36.1 ft,4 Miles in Glenview,Glenview,4/14/2020
3.68 mi,44.6 ft,3.58mi Run,Chicago,4/14/2020
4.85 mi,207.7 ft,4.65mi Run,Chicago,4/14/2020
8.77 mi,159.8 ft,8.11mi Run,Chicago,4/14/2020
2.28 mi,24.0 ft,2.10mi Run,Itasca,4/14/2020
4.09 mi,40.7 ft,Route from GARMIN 2431 (2020-04-14 22:20:19+00:00),Lincolnwood,4/14/2020
3.20 mi,56.1 ft,3.03mi Run,Park City,4/14/2020
6.03 mi,89.6 ft,Route from GARMIN 2158 (2020-04-14 21:13:49+00:00),Libertyville,4/14/2020
10.42 mi,119.8 ft,10.04mi Run,Lincolnwood,4/14/2020
5.03 mi,71.2 ft,Route from GARMIN 2697 (2020-04-14 21:31:22+00:00),Elmhurst,4/14/2020
6.25 mi,61.7 ft,Route from GARMIN 2988 (2020-04-14 21:21:18+00:00),Lincolnwood,4/14/2020
3.40 mi,69.2 ft,3.28mi Run,Lombard,4/14/2020
1.00 mi,0.0 ft,1 mile,Lake Bluff,4/14/2020
4.15 mi,53.1 ft,Run 4.01mi on 4/14/20,Vernon Hills,4/14/2020
3.05 mi,31.5 ft,Route from GARMIN 3224 (2020-04-14 17:17:33+00:00),Lincolnwood,4/14/2020
3.68 mi,25.3 ft,Route from GARMIN FR220 (2020-04-14 17:04:34+00:00),Chicago,4/14/2020
4.03 mi,99.4 ft,Route from GARMIN 3113 (2020-04-14 16:30:59+00:00),Chicago,4/14/2020
1.72 mi,9.8 ft,1.72mi Run,River Grove,4/14/2020
4.69 mi,119.8 ft,4.67мил. Бег,Deer Park,4/14/2020
5.26 mi,84.0 ft,5.25mi Run,Forest Park,4/14/2020
3.34 mi,50.9 ft,Route from Suunto (2020-03-28),Chicago,4/14/2020
3.20 mi,58.1 ft,Route from Suunto (2020-03-31),Chicago,4/14/2020
2.87 mi,57.7 ft,Route from Suunto (2020-04-03),Chicago,4/14/2020
3.06 mi,37.4 ft,Route from Suunto (2020-04-14),Chicago,4/14/2020
6.26 mi,68.6 ft,Route from GARMIN 3113 (2020-04-14 11:38:36+00:00),Arlington Heights,4/14/2020
3.02 mi,53.5 ft,RUN,Highland Park,4/14/2020
1.00 mi,9.8 ft,1.00mi Run,Oak Park,4/14/2020
2.99 mi,41.0 ft,Route from GARMIN 2431 (2020-04-14 11:00:31+00:00),Lincolnwood,4/14/2020
3.51 mi,59.1 ft,Route from GARMIN 2503 (2020-04-14 10:14:47+00:00),Evanston,4/14/2020
4.30 mi,481.6 ft,Route from vivoactive HR (2020-04-13 21:57:24+00:00),Chicago,4/13/2020
4.45 mi,56.8 ft,Route from GARMIN 2158 (2020-04-14 01:01:17+00:00),Libertyville,4/13/2020
6.94 mi,85.0 ft,Route from GARMIN FR220 (2020-04-13 22:14:33+00:00),Glenview,4/13/2020
2.89 mi,28.9 ft,Route from GARMIN 2431 (2020-04-13 23:35:45+00:00),Lincolnwood,4/13/2020
3.93 mi,41.3 ft,Route from GARMIN 2431 (2020-04-13 23:29:17+00:00),Lincolnwood,4/13/2020
3.63 mi,36.1 ft,3.34mi Run,Oak Park,4/13/2020
7.25 mi,152.6 ft,6.22mi Run,Chicago,4/13/2020
3.56 mi,7.5 ft,3.26mi Run,Lincolnwood,4/13/2020
5.35 mi,171.3 ft,5.03mi Run,Chicago,4/13/2020
3.31 mi,111.9 ft,3.10mi Run,Chicago,4/13/2020
3.21 mi,57.1 ft,3.03mi Run,Park City,4/13/2020
3.28 mi,72.5 ft,3.17mi Run,Lombard,4/13/2020
4.46 mi,288.4 ft,4.46mi Run,Chicago,4/13/2020
3.13 mi,28.5 ft,Route from GARMIN 2431 (2020-04-13 21:34:55+00:00),Evanston,4/13/2020
3.41 mi,39.4 ft,Route from GARMIN 2888 (2020-04-13 20:14:38+00:00),Evanston,4/13/2020
6.39 mi,136.2 ft,6.07mi Run,Grayslake,4/13/2020
3.85 mi,75.5 ft,3.72mi Run,Lincolnwood,4/13/2020
3.47 mi,29.5 ft,Route from GARMIN FR220 (2020-04-13 16:47:14+00:00),Chicago,4/13/2020
1.33 mi,10.5 ft,Route from GARMIN 2431 (2020-04-13 12:58:10+00:00),Lincolnwood,4/13/2020
3.37 mi,101.4 ft,Route from GARMIN 3113 (2020-04-13 16:22:20+00:00),Chicago,4/13/2020
2.54 mi,16.4 ft,2.41mi Run,Elmhurst,4/13/2020
2.98 mi,30.5 ft,2.91mi Run,Lincolnwood,4/13/2020
1.28 mi,6.6 ft,1.10mi Run,Oak Park,4/13/2020
1.09 mi,4.3 ft,1.06mi Run,Lincolnwood,4/12/2020
5.38 mi,59.4 ft,Route from GARMIN 2431 (2020-04-12 20:00:51+00:00),Lincolnwood,4/12/2020
4.16 mi,37.4 ft,Route from MapMyRun iPhone (2020-04-12),Lincolnwood,4/12/2020
6.20 mi,61.4 ft,Route from GARMIN 2988 (2020-04-12 18:28:15+00:00),Lincolnwood,4/12/2020
15.87 mi,217.2 ft,13.25mi Run,Niles,4/12/2020
2.99 mi,36.7 ft,Route from GARMIN 2431 (2020-04-12 18:45:52+00:00),Park Ridge,4/12/2020
3.30 mi,40.0 ft,Route from GARMIN 2697 (2020-04-12 18:21:10+00:00),Libertyville,4/12/2020
5.03 mi,462.3 ft,4.50mi Run,Chicago,4/12/2020
3.16 mi,25.3 ft,Route from GARMIN FR220 (2020-04-12 17:16:12+00:00),Chicago,4/12/2020
3.50 mi,38.4 ft,3.41mi Run,Lincolnwood,4/12/2020
2.84 mi,48.9 ft,Route from GARMIN 2886 (2020-04-12 16:54:11+00:00),Chicago,4/12/2020
5.20 mi,51.2 ft,5.02mi Run,Chicago,4/12/2020
6.56 mi,120.7 ft,RUN,Highland Park,4/12/2020
4.61 mi,117.5 ft,"4,59мил. Бег",Deer Park,4/12/2020
4.61 mi,117.5 ft,4.59мил. Бег,Deer Park,4/12/2020
3.31 mi,26.2 ft,3.27mi Run,Lincolnwood,4/12/2020
4.01 mi,72.2 ft,3.87mi Run,Lombard,4/12/2020
1.47 mi,31.2 ft,1.42mi Run,Lincolnwood,4/12/2020
4.12 mi,71.2 ft,4.01mi Run,Schaumburg,4/12/2020
5.28 mi,83.3 ft,5.28mi Run,Forest Park,4/12/2020
3.12 mi,19.0 ft,4.99km Run,Lincolnwood,4/12/2020
4.05 mi,33.8 ft,6.05km Run,Lincolnwood,4/12/2020
2.40 mi,19.7 ft,Route from GARMIN 2431 (2020-04-12 13:37:16+00:00),Lincolnwood,4/12/2020
6.31 mi,109.6 ft,6.17mi Run,Elmhurst,4/12/2020
3.59 mi,239.8 ft,3.58mi Run,Chicago,4/12/2020
10.28 mi,215.2 ft,10.01mi Run,Roselle,4/12/2020
2.89 mi,40.7 ft,2.74mi Run,Chicago,4/12/2020
8.04 mi,154.5 ft,Route from GARMIN 2697 (2020-04-12 11:31:02+00:00),Elmhurst,4/12/2020
1.01 mi,10.8 ft,0.99mi Run,Oak Park,4/12/2020
3.91 mi,20.3 ft,4.02mi Run,Norridge,4/12/2020
0.32 mi,0.0 ft,3.64mi Run,River Grove,4/12/2020
5.06 mi,61.7 ft,Route from GARMIN 2158 (2020-04-12 02:38:50+00:00),Libertyville,4/11/2020
3.55 mi,68.2 ft,Route from GARMIN 2697 (2020-04-11 16:29:06+00:00),Schaumburg,4/11/2020
0.17 mi,0.0 ft,Route from GARMIN 2988 (2020-04-11 22:34:42+00:00),Lincolnwood,4/11/2020
6.74 mi,123.0 ft,Route from GARMIN 3113 (2020-04-11 21:33:30+00:00),Chicago,4/11/2020
7.06 mi,72.8 ft,7.06mi Run,Addison,4/11/2020
0.28 mi,1.0 ft,Route from GARMIN 3113 (2020-04-11 21:55:41+00:00),Chicago,4/11/2020
4.12 mi,98.8 ft,Route from GARMIN 3113 (2020-04-11 21:17:41+00:00),Chicago,4/11/2020
2.07 mi,31.5 ft,2.00mi Run,Schaumburg,4/11/2020
3.96 mi,55.4 ft,Route from GARMIN 2604 (2020-04-11 21:16:09+00:00),Bensenville,4/11/2020
3.20 mi,69.6 ft,3.10mi Run,Chicago,4/11/2020
1.55 mi,22.3 ft,Run 1.50mi on 4/11/20,Vernon Hills,4/11/2020
4.56 mi,28.2 ft,4.39mi Run,Chicago,4/11/2020
7.69 mi,77.1 ft,7.50mi Run,Lincolnwood,4/11/2020
3.02 mi,60.4 ft,3.02mi Run,Lake Zurich,4/11/2020
4.95 mi,48.9 ft,4.87mi Run,North Riverside,4/11/2020
8.44 mi,292.3 ft,7.29mi Run,Chicago,4/11/2020
5.20 mi,60.4 ft,Route from GARMIN 2431 (2020-04-11 17:59:15+00:00),Lincolnwood,4/11/2020
4.91 mi,298.6 ft,4.50mi Run,Chicago,4/11/2020
4.03 mi,35.1 ft,Route from GARMIN FR920XT (2020-04-11 16:09:49+00:00),Oak Park,4/11/2020
6.14 mi,112.9 ft,Route from GARMIN 2156 (2020-04-11 16:42:25+00:00),Elmhurst,4/11/2020
2.45 mi,15.4 ft,3.93km Run,Lincolnwood,4/11/2020
4.07 mi,71.9 ft,4.02mi Run,Hoffman Estates,4/11/2020
3.41 mi,47.9 ft,3.17mi Run,Evanston,4/11/2020
7.03 mi,166.7 ft,6.68mi Run,Chicago,4/11/2020
1.70 mi,4.6 ft,1.61mi Run,Rosemont,4/11/2020
4.26 mi,25.3 ft,Route from GARMIN FR220 (2020-04-09 16:41:41+00:00),Chicago,4/11/2020
1.70 mi,14.4 ft,Route from GARMIN FR220 (2020-04-10 17:37:26+00:00),Chicago,4/11/2020
4.15 mi,35.8 ft,Route from GARMIN FR220 (2020-04-07 16:49:46+00:00),Chicago,4/11/2020
1.10 mi,3.3 ft,Route from GARMIN FR220 (2020-04-08 16:02:43+00:00),Oak Park,4/11/2020
4.23 mi,44.3 ft,Route from GARMIN FR220 (2020-04-11 16:11:24+00:00),Chicago,4/11/2020
5.93 mi,214.9 ft,5.69mi Run,Chicago,4/11/2020
4.47 mi,45.6 ft,Route from MapMyRun iPhone (2020-04-11),Lincolnwood,4/11/2020
3.11 mi,25.6 ft,Route from GARMIN 2431 (2020-04-11 15:50:33+00:00),Evanston,4/11/2020
4.74 mi,222.4 ft,4.59mi Run,Chicago,4/11/2020
2.35 mi,49.9 ft,2.27mi Run,Lombard,4/11/2020
9.51 mi,130.9 ft,9.51mi Run,Forest Park,4/11/2020
4.30 mi,79.1 ft,RUN,Highland Park,4/11/2020
6.21 mi,64.0 ft,Route from GARMIN 2503 (2020-04-11 14:41:47+00:00),Palatine,4/11/2020
2.45 mi,22.0 ft,Route from GARMIN 2431 (2020-04-11 14:30:46+00:00),Lincolnwood,4/11/2020
4.62 mi,117.8 ft,4.59мил. Бег,Deer Park,4/11/2020
6.00 mi,71.9 ft,Route from GARMIN 3113 (2020-04-11 14:35:06+00:00),Arlington Heights,4/11/2020
6.06 mi,67.9 ft,Route from GARMIN 2888 (2020-04-11 14:14:17+00:00),Evanston,4/11/2020
10.06 mi,272.6 ft,Alpine 10 mile Route,Lake Zurich,4/11/2020
1.67 mi,6.9 ft,1.33mi Run,Rosemont,4/11/2020
6.56 mi,92.8 ft,Route from GARMIN 2503 (2020-04-11 13:37:02+00:00),Kenilworth,4/11/2020
8.30 mi,122.7 ft,8.01mi Run,Grayslake,4/11/2020
3.30 mi,41.0 ft,Route from GARMIN 2697 (2020-04-11 12:06:34+00:00),Libertyville,4/11/2020
6.08 mi,111.2 ft,Route from GARMIN 2697 (2020-04-11 11:30:53+00:00),Elmhurst,4/11/2020
1.11 mi,10.2 ft,1.02mi Run,Oak Park,4/11/2020
4.26 mi,90.2 ft,4.01mi Run,Evanston,4/11/2020
8.21 mi,173.2 ft,7.04mi Run,Chicago,4/10/2020
6.92 mi,100.4 ft,6.70mi Run,Chicago,4/10/2020
5.11 mi,49.5 ft,Route from GARMIN 2431 (2020-04-10 22:39:32+00:00),Lincolnwood,4/10/2020
4.01 mi,109.6 ft,4.01mi Run,Chicago,4/10/2020
3.13 mi,114.5 ft,2.99mi Run,Libertyville,4/10/2020
1.48 mi,18.0 ft,1.42mi Run,Lombard,4/10/2020
3.05 mi,30.5 ft,3.00mi Run,Lincolnwood,4/10/2020
3.90 mi,47.9 ft,Route from GARMIN 2604 (2020-04-10 20:03:59+00:00),Bensenville,4/10/2020
4.26 mi,90.2 ft,4.01mi Run,Evanston,4/10/2020
3.35 mi,33.8 ft,Run 3.30mi on 4/10/20,Vernon Hills,4/10/2020
3.76 mi,83.7 ft,Route from GARMIN 2431 (2020-04-10 17:33:42+00:00),Evanston,4/10/2020
3.87 mi,30.8 ft,"Tough walk/job, better end job",Skokie,4/10/2020
4.06 mi,71.2 ft,4.01mi Run,Hoffman Estates,4/10/2020
10.90 mi,232.6 ft,10-Miler PGE Creekside,Palatine,4/10/2020
10.95 mi,227.0 ft,10 Miler - Solo,Palatine,4/10/2020
4.73 mi,65.0 ft,4.40mi Run,Chicago,4/10/2020
5.30 mi,86.3 ft,5.30mi Run,Forest Park,4/10/2020
4.66 mi,118.1 ft,4.65мил. Бег,Deer Park,4/10/2020
12.32 mi,160.4 ft,Route from GARMIN 3113 (2020-04-10 11:21:50+00:00),Arlington Heights,4/10/2020
1.23 mi,0.7 ft,1.20mi Run,Chicago,4/10/2020
2.52 mi,18.7 ft,2.36mi Run,Elmhurst,4/10/2020
6.59 mi,79.4 ft,5.51mi Run,Grayslake,4/10/2020
4.59 mi,123.4 ft,4.50mi Run,Roselle,4/10/2020
0.80 mi,6.9 ft,1.03mi Run,Oak Park,4/10/2020
4.22 mi,44.3 ft,4.06mi Run,Itasca,4/9/2020
2.99 mi,13.5 ft,3 mile run from home,Lincolnwood,4/9/2020
3.10 mi,34.1 ft,Route from GARMIN 2988 (2020-04-10 01:03:43+00:00),Lincolnwood,4/9/2020
5.05 mi,63.0 ft,5.05mi Run,Addison,4/9/2020
5.97 mi,70.2 ft,Route from GARMIN FR220 (2020-04-09 22:15:23+00:00),Glenview,4/9/2020
2.47 mi,15.1 ft,2.47mi Run,Lincolnwood,4/9/2020
5.98 mi,96.1 ft,Route from GARMIN 2158 (2020-04-09 23:08:55+00:00),Libertyville,4/9/2020
8.26 mi,225.7 ft,7.36mi Run,Chicago,4/9/2020
6.02 mi,116.5 ft,Route from GARMIN 2697 (2020-04-09 22:29:27+00:00),Elmhurst,4/9/2020
3.20 mi,55.1 ft,3.02mi Run,Park City,4/9/2020
2.15 mi,34.8 ft,2.06mi Run,Lincolnwood,4/9/2020
6.25 mi,75.5 ft,6.00mi Run,Lincolnwood,4/9/2020
3.21 mi,103.3 ft,3.10mi Run,Chicago,4/9/2020
6.13 mi,53.1 ft,Route from GARMIN 2431 (2020-04-09 18:24:55+00:00),Lincolnwood,4/9/2020
3.54 mi,104.7 ft,3.55mi Run,Chicago,4/9/2020
3.06 mi,27.2 ft,Route from GARMIN 3224 (2020-04-09 16:27:54+00:00),Lincolnwood,4/9/2020
3.32 mi,109.3 ft,3.12mi Run,Chicago,4/9/2020
2.02 mi,27.2 ft,1.82mi Run,Evanston,4/9/2020
3.85 mi,37.4 ft,3.77mi Run,Lincolnwood,4/9/2020
3.49 mi,60.4 ft,Route from GARMIN 2503 (2020-04-09 10:15:42+00:00),Evanston,4/9/2020
5.71 mi,52.8 ft,4.84mi Run,Oak Park,4/9/2020
3.50 mi,69.2 ft,Route from GARMIN 2503 (2020-04-09 14:08:39+00:00),Palatine,4/9/2020
1.87 mi,23.3 ft,Route from MapMyRun iPhone (2020-04-07),Lincolnwood,4/9/2020
3.99 mi,44.9 ft,Route from MapMyRun iPhone (2020-04-09),Lincolnwood,4/9/2020
2.99 mi,25.3 ft,Route from GARMIN 2431 (2020-04-09 13:22:42+00:00),Lincolnwood,4/9/2020
4.29 mi,45.9 ft,Route from GARMIN 2888 (2020-04-09 13:19:27+00:00),Evanston,4/9/2020
2.59 mi,20.0 ft,2.45mi Run,Elmhurst,4/9/2020
4.02 mi,120.1 ft,4.02мил. Бег,Deer Park,4/9/2020
3.10 mi,38.7 ft,2.75mi Run,Chicago,4/9/2020
4.86 mi,75.5 ft,4.53mi Run,Grayslake,4/9/2020
1.13 mi,6.9 ft,1.08mi Run,Oak Park,4/9/2020
1.21 mi,20.7 ft,Run 1.02mi on 4/8/20,Vernon Hills,4/8/2020
26.13 mi,719.2 ft,Marathon,Chicago,4/8/2020
5.74 mi,49.5 ft,5.49mi Run,Elmwood Park,4/8/2020
3.09 mi,38.4 ft,Route from GARMIN 2431 (2020-04-08 21:57:23+00:00),Lincolnwood,4/8/2020
1.21 mi,45.6 ft,1.13mi Run,Lombard,4/8/2020
3.60 mi,34.8 ft,3.46mi Run,Chicago,4/8/2020
5.70 mi,445.9 ft,Route from vivoactive HR (2020-04-08 20:52:49+00:00),Chicago,4/8/2020
5.03 mi,50.2 ft,Route from GARMIN 2503 (2020-04-08 19:51:54+00:00),Evanston,4/8/2020
4.18 mi,87.9 ft,Route from GARMIN 2604 (2020-04-08 20:20:25+00:00),Bensenville,4/8/2020
3.31 mi,31.8 ft,3.04mi Run,Itasca,4/8/2020
3.02 mi,46.6 ft,2.92mi Run,Chicago,4/8/2020
4.51 mi,254.9 ft,4.51mi Run,Chicago,4/8/2020
3.20 mi,56.8 ft,3.08mi Run,Lombard,4/8/2020
3.82 mi,44.6 ft,6.05km Run,Lincolnwood,4/8/2020
4.38 mi,337.6 ft,4.05mi Run,Chicago,4/8/2020
4.56 mi,125.7 ft,4.29mi Run,Chicago,4/8/2020
5.60 mi,121.4 ft,5.32mi Run,Chicago,4/8/2020
2.75 mi,46.9 ft,Route from GARMIN 2697 (2020-04-08 15:49:09+00:00),Schaumburg,4/8/2020
4.02 mi,23.3 ft,3.88mi Run,Chicago,4/8/2020
3.08 mi,25.6 ft,Route from GARMIN 2431 (2020-04-08 15:16:44+00:00),Evanston,4/8/2020
2.53 mi,29.9 ft,Covid Jog,Skokie,4/8/2020
3.12 mi,78.7 ft,Route from GARMIN 3113 (2020-04-08 15:00:52+00:00),Chicago,4/8/2020
2.87 mi,43.3 ft,2.73mi Run,Chicago,4/8/2020
4.79 mi,90.9 ft,Route from GARMIN 2886 (2020-04-08 13:10:46+00:00),Chicago,4/8/2020
1.96 mi,29.2 ft,Route from GARMIN 2431 (2020-04-08 13:30:49+00:00),Lincolnwood,4/8/2020
6.42 mi,115.5 ft,6.42mi Run,Lincolnwood,4/8/2020
6.20 mi,85.3 ft,6.00mi Run,Forest Park,4/8/2020
3.36 mi,55.4 ft,RUN,Highland Park,4/8/2020
0.40 mi,12.5 ft,0.40mi Run,Lincolnwood,4/8/2020
3.33 mi,52.5 ft,3.15mi Run,Grayslake,4/8/2020
1.03 mi,10.8 ft,1.04mi Run,Oak Park,4/8/2020
4.00 mi,181.4 ft,Route from GARMIN 3113 (2020-04-08 10:25:09+00:00),Chicago,4/8/2020
2.11 mi,20.3 ft,2.11mi Run,Lincolnwood,4/7/2020
11.50 mi,193.6 ft,11.5 Miler,Wheaton,4/7/2020
9.27 mi,160.4 ft,8.17mi Run,Chicago,4/7/2020
3.70 mi,40.4 ft,Route from GARMIN 2431 (2020-04-07 23:10:56+00:00),Lincolnwood,4/7/2020
3.29 mi,40.7 ft,Route from GARMIN 2697 (2020-04-07 22:52:17+00:00),Libertyville,4/7/2020
4.96 mi,87.3 ft,4.80mi Run,Schaumburg,4/7/2020
3.77 mi,119.1 ft,3.51mi Run,Chicago,4/7/2020
1.96 mi,17.4 ft,1.60mi Run,Lombard,4/7/2020
3.47 mi,21.7 ft,Route from GARMIN 2888 (2020-04-07 22:11:12+00:00),Evanston,4/7/2020
6.10 mi,52.2 ft,6.00mi Run,Lincolnwood,4/7/2020
2.89 mi,42.3 ft,3 miles,Lincolnwood,4/7/2020
3.17 mi,24.3 ft,3.07mi Run,Itasca,4/7/2020
5.99 mi,84.0 ft,Route from GARMIN 2697 (2020-04-07 21:02:44+00:00),Elmhurst,4/7/2020
4.12 mi,61.7 ft,Route from GARMIN 2431 (2020-04-07 20:29:14+00:00),Park Ridge,4/7/2020
1.10 mi,19.0 ft,1.01mi Run,Itasca,4/7/2020
1.33 mi,22.0 ft,1.15mi Run,Itasca,4/7/2020
3.15 mi,32.5 ft,Route from GARMIN 2988 (2020-04-07 20:17:03+00:00),Lincolnwood,4/7/2020
0.53 mi,86.3 ft,Route from vivoactive HR (2020-04-07 19:08:40+00:00),Chicago,4/7/2020
2.02 mi,16.1 ft,Route from GARMIN 2503 (2020-04-07 19:59:47+00:00),Evanston,4/7/2020
4.07 mi,52.5 ft,Alternate Route,Lincolnwood,4/7/2020
3.59 mi,121.7 ft,3.59mi Run,Chicago,4/7/2020
2.44 mi,21.7 ft,2.34mi Run,Oak Park,4/7/2020
5.10 mi,272.3 ft,5.09mi Run,Chicago,4/7/2020
3.66 mi,64.6 ft,3.59mi Run,Wheeling,4/7/2020
3.66 mi,64.6 ft,3.59mi Run,Wheeling,4/7/2020
3.63 mi,38.4 ft,3.54mi Run,Oak Park,4/7/2020
5.11 mi,63.3 ft,Route from GARMIN 2431 (2020-04-07 17:58:50+00:00),Lincolnwood,4/7/2020
2.12 mi,29.2 ft,2.01mi Run,Itasca,4/7/2020
2.61 mi,31.2 ft,4.00km Run,Bloomingdale,4/7/2020
2.99 mi,31.5 ft,2.99mi Run,Prospect Heights,4/7/2020
2.34 mi,16.1 ft,2.27mi Run,Elmhurst,4/7/2020
1.37 mi,31.8 ft,1.21mi Run,Chicago,4/7/2020
3.51 mi,35.1 ft,Run 3.31mi on 4/7/20,Vernon Hills,4/7/2020
2.30 mi,28.5 ft,2.24mi Run,Chicago,4/7/2020
2.36 mi,29.2 ft,2.24mi Run,Chicago,4/7/2020
2.79 mi,31.8 ft,2.59mi Run,Prospect Heights,4/7/2020
2.53 mi,17.4 ft,2.41mi Run,Elmhurst,4/7/2020
4.56 mi,125.7 ft,4.29mi Run,Chicago,4/7/2020
4.30 mi,95.8 ft,4.06mi Run,Lombard,4/7/2020
2.85 mi,29.2 ft,2.77mi Run,Chicago,4/7/2020
3.07 mi,19.4 ft,Route from GARMIN 2431 (2020-04-07 13:35:40+00:00),Lincolnwood,4/7/2020
3.04 mi,46.9 ft,Route from GARMIN 2503 (2020-04-07 13:52:37+00:00),Palatine,4/7/2020
3.58 mi,64.0 ft,RUN,Highland Park,4/7/2020
6.39 mi,85.6 ft,6.25mi Run,Forest Park,4/7/2020
5.54 mi,121.4 ft,5.26mi Run,Bloomingdale,4/7/2020
0.15 mi,0.0 ft,0.13mi Run,Itasca,4/7/2020
2.04 mi,18.4 ft,2.00mi Run,Itasca,4/7/2020
1.12 mi,9.5 ft,1.13mi Run,Oak Park,4/7/2020
3.04 mi,32.8 ft,Route from GARMIN 3113 (2020-04-07 11:12:41+00:00),Arlington Heights,4/7/2020
4.06 mi,59.7 ft,Route from GARMIN 2503 (2020-04-07 10:11:31+00:00),Evanston,4/7/2020
3.60 mi,38.4 ft,Route from GARMIN FR920XT (2020-04-06 22:18:13+00:00),Oak Park,4/7/2020
4.41 mi,29.2 ft,Route from GARMIN 2888 (2020-04-06 22:18:04+00:00),Evanston,4/7/2020
10.13 mi,122.0 ft,Route from GARMIN 2988 (2020-04-06 20:51:12+00:00),Lincolnwood,4/6/2020
5.98 mi,98.1 ft,Route from GARMIN 2604 (2020-04-06 20:40:50+00:00),Bensenville,4/6/2020
3.17 mi,87.9 ft,Harbor route,Chicago,4/6/2020
4.11 mi,318.6 ft,Route from GARMIN 3113 (2020-04-06 21:12:59+00:00),Chicago,4/6/2020
4.17 mi,51.2 ft,4.00mi Run,Lincolnwood,4/6/2020
4.03 mi,67.6 ft,Route from GARMIN 2158 (2020-04-07 00:09:49+00:00),Libertyville,4/6/2020
3.19 mi,55.4 ft,3.03mi Run,Park City,4/6/2020
9.02 mi,171.6 ft,8.21mi Run,Chicago,4/6/2020
0.15 mi,0.0 ft,0.13mi Run,Itasca,4/6/2020
0.15 mi,0.0 ft,0.13mi Run,Itasca,4/6/2020
4.74 mi,222.4 ft,4.59mi Run,Chicago,4/6/2020
2.04 mi,18.4 ft,2.00mi Run,Itasca,4/6/2020
8.86 mi,167.3 ft,8.21mi Run,Chicago,4/6/2020
3.12 mi,25.6 ft,3.03mi Run,Lincolnwood,4/6/2020
3.43 mi,175.9 ft,3.43mi Run,Chicago,4/6/2020
1.10 mi,7.9 ft,1.10mi Run,Oak Park,4/6/2020
5.32 mi,357.3 ft,4.50mi Run,Chicago,4/6/2020
2.93 mi,34.1 ft,Route from MapMyRun iPhone (2020-04-06),Lincolnwood,4/6/2020
6.92 mi,72.5 ft,Route from GARMIN 2431 (2020-04-06 17:03:41+00:00),Lincolnwood,4/6/2020
4.26 mi,38.7 ft,Route from GARMIN FR220 (2020-04-06 16:45:03+00:00),Chicago,4/6/2020
4.77 mi,86.9 ft,4.42mi Run,Chicago,4/6/2020
5.31 mi,118.4 ft,5.12mi Run,Chicago,4/6/2020
5.82 mi,114.8 ft,5.5 Miler East,Palatine,4/6/2020
4.23 mi,81.4 ft,3.24mi Run,Chicago,4/6/2020
3.03 mi,53.5 ft,2.90mi Run,Lombard,4/6/2020
5.77 mi,83.7 ft,5.55mi Run,Forest Park,4/6/2020
4.47 mi,25.3 ft,4.29mi Run,Chicago,4/6/2020
2.40 mi,22.3 ft,Route from GARMIN 2431 (2020-04-06 13:04:25+00:00),Lincolnwood,4/6/2020
0.27 mi,0.0 ft,0.27mi Run,Lincolnwood,4/6/2020
0.26 mi,13.1 ft,0.26mi Run,Lincolnwood,4/6/2020
3.52 mi,54.1 ft,Route from GARMIN 2886 (2020-04-05 16:00:20+00:00),Chicago,4/6/2020
0.26 mi,0.0 ft,0.26mi Run,Lincolnwood,4/6/2020
1.92 mi,40.7 ft,1.92mi Run,Lincolnwood,4/6/2020
14.01 mi,273.0 ft,14 miler,Wheaton,4/5/2020
13.13 mi,290.4 ft,Parkview Half Marathon,Glen Ellyn,4/5/2020
15.00 mi,327.1 ft,15 Miler,Wheaton,4/5/2020
11.01 mi,207.3 ft,11 Miler,Wheaton,4/5/2020
17.00 mi,371.7 ft,17 Miler,Wheaton,4/5/2020
